t,0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.9,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99,1,0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.9,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99,1,u,norm
0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.666666667,1.66,1.653333333,1.646666667,1.64,1.633333333,1.626666667,1.62,1.613333333,1.606666667,1.6,1.593333333,1.586666667,1.58,1.573333333,1.566666667,1.56,1.553333333,1.546666667,1.54,1.533333333,1.526666667,1.52,1.513333333,1.506666667,1.5,1.493333333,1.486666667,1.48,1.473333333,1.466666667,1.46,1.453333333,1.446666667,1.44,1.433333333,1.426666667,1.42,1.413333333,1.406666667,1.4,1.393333333,1.386666667,1.38,1.373333333,1.366666667,1.36,1.353333333,1.346666667,1.34,1.333333333,1.326666667,1.32,1.313333333,1.306666667,1.3,1.293333333,1.286666667,1.28,1.273333333,1.266666667,1.26,1.253333333,1.246666667,1.24,1.233333333,1.226666667,1.22,1.213333333,1.206666667,1.2,1.193333333,1.186666667,1.18,1.173333333,1.166666667,1.16,1.153333333,1.146666667,1.14,1.133333333,1.126666667,1.12,1.113333333,1.106666667,1.1,1.093333333,1.086666667,1.08,1.073333333,1.066666667,1.06,1.053333333,1.046666667,1.04,1.033333333,1.026666667,1.02,1.013333333,1.006666667,1,-3.5,2.814822222
0.02,0.83200799,0.84850143,0.864088211,0.878787629,0.892512662,0.905373907,0.917225698,0.928265976,0.938294174,0.947587163,0.955895271,0.963562164,0.970296637,0.976494329,0.981831487,0.986739401,0.990871701,0.994678742,0.997801879,1.000694782,1.002996738,1.005150735,1.006803508,1.008375752,1.009530016,1.010655834,1.011438398,1.01223004,1.012743676,1.013291062,1.013616094,1.013988945,1.014185971,1.014436703,1.014549869,1.014716771,1.014777119,1.014887423,1.014916001,1.014988605,1.014999148,1.015046889,1.015047983,1.015079424,1.015076181,1.015096956,1.015092234,1.015106016,1.015101279,1.015110453,1.015106349,1.015112468,1.015109192,1.015113272,1.015110798,1.015113511,1.015111716,1.015113511,1.015112251,1.015113429,1.015112568,1.015113334,1.01511276,1.015113252,1.015112877,1.01511319,1.01511295,1.015113145,1.015112995,1.015113115,1.015113022,1.015113096,1.015113039,1.015113083,1.01511305,1.015113076,1.015113056,1.015113071,1.01511306,1.015113068,1.015113062,1.015113067,1.015113063,1.015113066,1.015113064,1.015113065,1.015113064,1.015113065,1.015113064,1.015113065,1.015113064,1.015113065,1.015113065,1.015113065,1.015113065,1.015113065,1.015113065,1.015113065,1.015113065,1.015113065,1.015113065,1.658333333,1.651666667,1.645,1.638333333,1.631666667,1.625,1.618333333,1.611666667,1.605,1.598333333,1.591666667,1.585,1.578333333,1.571666667,1.565,1.558333333,1.551666667,1.545,1.538333333,1.531666667,1.525,1.518333333,1.511666667,1.505,1.498333333,1.491666667,1.485,1.478333333,1.471666667,1.465,1.458333333,1.451666667,1.445,1.438333333,1.431666667,1.425,1.418333333,1.411666667,1.405,1.398333333,1.391666667,1.385,1.378333333,1.371666667,1.365,1.358333333,1.351666667,1.345,1.338333333,1.331666667,1.325,1.318333333,1.311666667,1.305,1.298333333,1.291666667,1.285,1.278333333,1.271666667,1.265,1.258333333,1.251666667,1.245,1.238333333,1.231666667,1.225,1.218333333,1.211666667,1.205,1.198333333,1.191666667,1.185,1.178333333,1.171666667,1.165,1.158333333,1.151666667,1.145,1.138333333,1.131666667,1.125,1.118333333,1.111666667,1.105,1.098333333,1.091666667,1.085,1.078333333,1.071666667,1.065,1.058333335,1.051666684,1.045000143,1.038334393,1.03167371,1.025041409,1.018545382,1.012594708,1.00839048,1.008383473,1.015113065,-3.5,2.794668593
0.03,0.776970594,0.792796868,0.808054323,0.822783131,0.836860861,0.850443458,0.863303821,0.875712815,0.887340897,0.898570223,0.908973327,0.919037363,0.928243616,0.937175521,0.94523172,0.953081119,0.96004997,0.96688015,0.972837084,0.978721889,0.983751655,0.988772261,0.992965487,0.997207246,1.00065716,1.004206657,1.007006102,1.009948567,1.012187435,1.014604574,1.01636773,1.018336039,1.019701764,1.021291329,1.02233028,1.023604038,1.024378684,1.02539211,1.025956596,1.026757731,1.027158083,1.02778785,1.028062452,1.028555171,1.028735425,1.029119463,1.029230572,1.029529056,1.029590845,1.029822399,1.029850148,1.030029598,1.030034821,1.030173857,1.030165027,1.030272784,1.030255963,1.030339535,1.030318923,1.03038379,1.030362178,1.03041256,1.030391702,1.030430847,1.030411752,1.030442161,1.030425324,1.030448926,1.0304345,1.030452789,1.030440709,1.030454847,1.030444926,1.03045582,1.030447804,1.030456166,1.030449784,1.030456172,1.030451159,1.030456012,1.030452122,1.030455788,1.030452803,1.030455553,1.03045329,1.030455337,1.030453641,1.030455151,1.030453895,1.030454996,1.030454082,1.03045487,1.030454221,1.030454768,1.030454327,1.030454685,1.030454411,1.030454614,1.030454482,1.030454548,1.030454548,1.65,1.643333333,1.636666667,1.63,1.623333333,1.616666667,1.61,1.603333333,1.596666667,1.59,1.583333333,1.576666667,1.57,1.563333333,1.556666667,1.55,1.543333333,1.536666667,1.53,1.523333333,1.516666667,1.51,1.503333333,1.496666667,1.49,1.483333333,1.476666667,1.47,1.463333333,1.456666667,1.45,1.443333333,1.436666667,1.43,1.423333333,1.416666667,1.41,1.403333333,1.396666667,1.39,1.383333333,1.376666667,1.37,1.363333333,1.356666667,1.35,1.343333333,1.336666667,1.33,1.323333333,1.316666667,1.31,1.303333333,1.296666667,1.29,1.283333333,1.276666667,1.27,1.263333333,1.256666667,1.25,1.243333333,1.236666667,1.23,1.223333333,1.216666667,1.21,1.203333333,1.196666667,1.19,1.183333333,1.176666667,1.17,1.163333333,1.156666667,1.15,1.143333333,1.136666667,1.13,1.123333333,1.116666667,1.11,1.103333333,1.096666667,1.09,1.083333334,1.076666668,1.070000009,1.063333387,1.056666956,1.050001442,1.043339964,1.036694633,1.030107454,1.023706447,1.017827057,1.013200702,1.011084028,1.012992802,1.019756278,1.030454548,-3.5,2.77672255
0.04,0.738149963,0.753525296,0.768460093,0.783074784,0.797092861,0.810904384,0.823968017,0.836944428,0.849028751,0.861148991,0.872242117,0.883496011,0.893598803,0.903986759,0.913112261,0.922644691,0.930817246,0.93951375,0.946767862,0.954656206,0.961035191,0.968150138,0.973704619,0.980086655,0.984872979,0.990567002,0.994645618,0.999699624,1.003133507,1.007597331,1.01045048,1.014374631,1.016710694,1.020145305,1.022026374,1.025020303,1.026505883,1.029105966,1.030252146,1.032502622,1.033361444,1.035303528,1.035922555,1.037594167,1.038016227,1.039451856,1.039714958,1.04094564,1.041083019,1.042136416,1.042176708,1.043077257,1.043044759,1.04381388,1.043728877,1.04438522,1.044264356,1.044824061,1.04468074,1.045157713,1.045002497,1.045408672,1.04524968,1.045595273,1.045438557,1.0457323,1.045582193,1.045831545,1.04569098,1.045902313,1.045773105,1.045951869,1.04583496,1.04598582,1.045881491,1.046008446,1.045916496,1.046022976,1.045942867,1.046031814,1.045962792,1.046036727,1.045977917,1.046038995,1.045989475,1.046039527,1.045998386,1.046038954,1.046005339,1.046037704,1.046010848,1.04603605,1.046015301,1.046034156,1.046018994,1.046032103,1.046022153,1.046029908,1.046024956,1.046027539,1.046027539,1.641666667,1.635,1.628333333,1.621666667,1.615,1.608333333,1.601666667,1.595,1.588333333,1.581666667,1.575,1.568333333,1.561666667,1.555,1.548333333,1.541666667,1.535,1.528333333,1.521666667,1.515,1.508333333,1.501666667,1.495,1.488333333,1.481666667,1.475,1.468333333,1.461666667,1.455,1.448333333,1.441666667,1.435,1.428333333,1.421666667,1.415,1.408333333,1.401666667,1.395,1.388333333,1.381666667,1.375,1.368333333,1.361666667,1.355,1.348333333,1.341666667,1.335,1.328333333,1.321666667,1.315,1.308333333,1.301666667,1.295,1.288333333,1.281666667,1.275,1.268333333,1.261666667,1.255,1.248333333,1.241666667,1.235,1.228333333,1.221666667,1.215,1.208333333,1.201666667,1.195,1.188333333,1.181666667,1.175,1.168333333,1.161666667,1.155,1.148333333,1.141666667,1.135,1.128333333,1.121666667,1.115,1.108333333,1.101666667,1.095,1.088333336,1.081666678,1.075000052,1.068333564,1.061667625,1.055003735,1.048346955,1.041712932,1.03514569,1.028756628,1.022795499,1.017748171,1.01440895,1.013808411,1.016872097,1.0238696,1.034059809,1.046027539,-3.5,2.759664993
0.05,0.707450736,0.722483412,0.737193133,0.751576231,0.765609577,0.779304912,0.792627207,0.805603833,0.818187887,0.830422395,0.842248727,0.853725386,0.864782282,0.875493017,0.885776425,0.895720639,0.905233908,0.914418153,0.923171632,0.931609147,0.939619658,0.947329793,0.954619995,0.961627538,0.968225208,0.974559645,0.980496902,0.986191627,0.991504117,0.996595619,1.00132169,1.005848743,1.010028637,1.014031514,1.017706584,1.021226305,1.024438289,1.027515935,1.030306289,1.032982384,1.035391696,1.037705663,1.039773147,1.041762855,1.043525935,1.045227332,1.046721312,1.048168141,1.049425961,1.05064956,1.051701636,1.052730819,1.053604951,1.05446595,1.055187304,1.055903782,1.056494924,1.057088027,1.057569005,1.05805747,1.058445937,1.058846217,1.059157578,1.059484008,1.059731591,1.059996552,1.060191787,1.06040589,1.060558498,1.060730766,1.060848945,1.060986992,1.061077595,1.061187797,1.061256506,1.061344163,1.061395651,1.061465136,1.061503212,1.061558108,1.06158585,1.06162907,1.061648943,1.061682838,1.061696801,1.06172325,1.061732842,1.061753334,1.061759752,1.061775452,1.061779616,1.061791421,1.061794021,1.061802601,1.061804147,1.061809981,1.061810828,1.061814227,1.061814598,1.061815721,1.061815721,1.633333333,1.626666667,1.62,1.613333333,1.606666667,1.6,1.593333333,1.586666667,1.58,1.573333333,1.566666667,1.56,1.553333333,1.546666667,1.54,1.533333333,1.526666667,1.52,1.513333333,1.506666667,1.5,1.493333333,1.486666667,1.48,1.473333333,1.466666667,1.46,1.453333333,1.446666667,1.44,1.433333333,1.426666667,1.42,1.413333333,1.406666667,1.4,1.393333333,1.386666667,1.38,1.373333333,1.366666667,1.36,1.353333333,1.346666667,1.34,1.333333333,1.326666667,1.32,1.313333333,1.306666667,1.3,1.293333333,1.286666667,1.28,1.273333333,1.266666667,1.26,1.253333333,1.246666667,1.24,1.233333333,1.226666667,1.22,1.213333333,1.206666667,1.2,1.193333333,1.186666667,1.18,1.173333333,1.166666667,1.16,1.153333333,1.146666667,1.14,1.133333333,1.126666667,1.12,1.113333333,1.106666667,1.100000002,1.093333342,1.086666701,1.080000136,1.073333841,1.066668467,1.060006037,1.053352446,1.046723613,1.040159177,1.033749386,1.027680061,1.022292315,1.01813299,1.015942717,1.016516608,1.020421975,1.027684541,1.037674751,1.049363744,1.061815721,-3.5,2.743288367
0.06,0.681811529,0.696569016,0.711054934,0.725291641,0.739207407,0.752889384,0.766203035,0.779301193,0.791986061,0.804476427,0.816511354,0.828375239,0.839744699,0.850968776,0.8616629,0.872239184,0.882253691,0.892179439,0.901515472,0.910792992,0.919456877,0.928093262,0.93609618,0.944102978,0.951460582,0.958853398,0.965585368,0.972383433,0.978512986,0.984738683,0.99029206,0.995970427,1.000976362,1.006134591,1.010623769,1.015290702,1.019295232,1.023500872,1.027053774,1.030828816,1.033963537,1.037338931,1.040088897,1.043095446,1.045493657,1.048161659,1.050240326,1.052599263,1.054389501,1.056467771,1.057999343,1.059824044,1.061125148,1.062721909,1.063819028,1.065211882,1.066129672,1.067340977,1.0681022,1.069152594,1.069778095,1.070686486,1.071195205,1.071978794,1.072387803,1.073062126,1.073386698,1.073965697,1.074219391,1.074715491,1.074910255,1.075334459,1.075480741,1.07584273,1.075949602,1.076257839,1.076333116,1.076594949,1.076645317,1.076867084,1.076898215,1.077085339,1.077102014,1.077259097,1.077265307,1.077396215,1.077395265,1.077503202,1.077497804,1.077585378,1.077577725,1.077647006,1.077638845,1.077691409,1.077684094,1.077721058,1.077715595,1.077737638,1.077734715,1.077742089,1.077742089,1.625,1.618333333,1.611666667,1.605,1.598333333,1.591666667,1.585,1.578333333,1.571666667,1.565,1.558333333,1.551666667,1.545,1.538333333,1.531666667,1.525,1.518333333,1.511666667,1.505,1.498333333,1.491666667,1.485,1.478333333,1.471666667,1.465,1.458333333,1.451666667,1.445,1.438333333,1.431666667,1.425,1.418333333,1.411666667,1.405,1.398333333,1.391666667,1.385,1.378333333,1.371666667,1.365,1.358333333,1.351666667,1.345,1.338333333,1.331666667,1.325,1.318333333,1.311666667,1.305,1.298333333,1.291666667,1.285,1.278333333,1.271666667,1.265,1.258333333,1.251666667,1.245,1.238333333,1.231666667,1.225,1.218333333,1.211666667,1.205,1.198333333,1.191666667,1.185,1.178333333,1.171666667,1.165,1.158333333,1.151666667,1.145,1.138333333,1.131666667,1.125,1.118333334,1.111666668,1.105000005,1.098333353,1.091666737,1.085000244,1.078334144,1.071669241,1.065007784,1.058355703,1.051727637,1.045157234,1.03871607,1.03254392,1.026888754,1.022144575,1.018860331,1.017683141,1.019211925,1.023787072,1.03131219,1.041235392,1.052745293,1.065079615,1.077742089,-3.5,2.727484296
0.07,0.659662241,0.674191071,0.688492111,0.702580541,0.716401747,0.73001898,0.743330951,0.756449756,0.769226955,0.781823884,0.794044829,0.806100379,0.817747777,0.829246492,0.840307313,0.851237828,0.861703315,0.872058342,0.881923962,0.891700218,0.900965558,0.910163641,0.918832244,0.927456458,0.935535616,0.943593748,0.951094247,0.958597312,0.965533141,0.972495088,0.97888312,0.985320516,0.991180157,0.997111852,1.002464688,1.007911465,1.012780891,1.017765119,1.022175969,1.02672125,1.030699435,1.034830265,1.03840242,1.042143866,1.045337016,1.048714401,1.051555651,1.054594275,1.05711052,1.059835399,1.062053067,1.064488705,1.066433532,1.068603716,1.070300549,1.072228181,1.073700817,1.075407775,1.076678826,1.078185854,1.079276652,1.080603272,1.081533796,1.082698262,1.083487094,1.084506349,1.085170658,1.086060332,1.086615873,1.087390288,1.087851427,1.088523623,1.088903373,1.089485144,1.089795219,1.09029716,1.090548033,1.090979598,1.091180572,1.09155013,1.091709408,1.09202431,1.092149069,1.092415706,1.092512171,1.092736038,1.092809553,1.092995301,1.093050392,1.093201883,1.09324232,1.093362667,1.093391509,1.09348311,1.093502749,1.093567314,1.093579497,1.093618056,1.093623903,1.093636812,1.093636812,1.616666667,1.61,1.603333333,1.596666667,1.59,1.583333333,1.576666667,1.57,1.563333333,1.556666667,1.55,1.543333333,1.536666667,1.53,1.523333333,1.516666667,1.51,1.503333333,1.496666667,1.49,1.483333333,1.476666667,1.47,1.463333333,1.456666667,1.45,1.443333333,1.436666667,1.43,1.423333333,1.416666667,1.41,1.403333333,1.396666667,1.39,1.383333333,1.376666667,1.37,1.363333333,1.356666667,1.35,1.343333333,1.336666667,1.33,1.323333333,1.316666667,1.31,1.303333333,1.296666667,1.29,1.283333333,1.276666667,1.27,1.263333333,1.256666667,1.25,1.243333333,1.236666667,1.23,1.223333333,1.216666667,1.21,1.203333333,1.196666667,1.19,1.183333333,1.176666667,1.17,1.163333333,1.156666667,1.15,1.143333333,1.136666667,1.13,1.123333334,1.116666669,1.11000001,1.103333367,1.096666778,1.090000353,1.08333441,1.076669819,1.070008833,1.063356982,1.056727064,1.050146886,1.043672884,1.037411384,1.031546909,1.026371384,1.022299782,1.01985041,1.019569811,1.02190178,1.027036742,1.034812267,1.044733987,1.056128387,1.068352691,1.080943594,1.093636812,-3.5,2.712177478
0.08,0.640092245,0.654426808,0.668564869,0.682524894,0.696247844,0.709805177,0.72308575,0.736214936,0.749028833,0.761707299,0.774033353,0.786241553,0.798061862,0.809783383,0.821083398,0.832305029,0.843073597,0.853785354,0.864014725,0.874209842,0.883895631,0.893570504,0.902711613,0.911865716,0.920464222,0.929099981,0.937160989,0.945283631,0.952815089,0.960432461,0.967444959,0.974567322,0.981073862,0.987713667,0.993729418,0.999901068,1.005443104,1.011162705,1.016249739,1.021534843,1.026186955,1.031056306,1.03529467,1.03976795,1.043614569,1.047712149,1.0511896,1.054932302,1.058063484,1.061472359,1.064280269,1.067376382,1.069883898,1.07268814,1.074917827,1.077450739,1.079424675,1.081706294,1.083445919,1.085495644,1.087021631,1.088858107,1.090190249,1.091831274,1.0929884,1.094450852,1.095450757,1.096750533,1.097609929,1.098761906,1.099496393,1.1005144,1.101138446,1.102035257,1.102562196,1.103349522,1.103791565,1.104480065,1.104848314,1.105447609,1.105752085,1.106270779,1.106520449,1.106966152,1.10716896,1.107548311,1.107711212,1.108029902,1.108158891,1.108421687,1.108521825,1.10873258,1.108808013,1.10896968,1.109023653,1.109138282,1.10917314,1.109241876,1.109259052,1.109282109,1.109282109,1.608333333,1.601666667,1.595,1.588333333,1.581666667,1.575,1.568333333,1.561666667,1.555,1.548333333,1.541666667,1.535,1.528333333,1.521666667,1.515,1.508333333,1.501666667,1.495,1.488333333,1.481666667,1.475,1.468333333,1.461666667,1.455,1.448333333,1.441666667,1.435,1.428333333,1.421666667,1.415,1.408333333,1.401666667,1.395,1.388333333,1.381666667,1.375,1.368333333,1.361666667,1.355,1.348333333,1.341666667,1.335,1.328333333,1.321666667,1.315,1.308333333,1.301666667,1.295,1.288333333,1.281666667,1.275,1.268333333,1.261666667,1.255,1.248333333,1.241666667,1.235,1.228333333,1.221666667,1.215,1.208333333,1.201666667,1.195,1.188333333,1.181666667,1.175,1.168333333,1.161666667,1.155,1.148333333,1.141666667,1.135,1.128333335,1.121666671,1.115000015,1.108333382,1.101666817,1.095000446,1.088334608,1.081670171,1.075009257,1.068356802,1.061723689,1.0551326,1.048628008,1.042291587,1.03626294,1.030762459,1.026108165,1.022713205,1.021049218,1.021567978,1.024592054,1.030209234,1.038219876,1.048173998,1.059492649,1.07161887,1.084125049,1.096735348,1.109282109,-3.5,2.697307807
0.09,0.622513366,0.636680211,0.650677101,0.664518353,0.67815501,0.691644637,0.704895686,0.718009777,0.730852171,0.743569094,0.755982258,0.768282791,0.780248742,0.792116174,0.803619615,0.815039822,0.826068198,0.83702969,0.847573223,0.858067157,0.868118842,0.878139016,0.887694595,0.897237403,0.906295308,0.915359676,0.92392094,0.932508237,0.940576389,0.948690307,0.956271241,0.963917665,0.971019485,0.97820634,0.984839191,0.991576274,0.997752164,1.004050963,1.009783564,1.015657076,1.020961525,1.026424053,1.031316748,1.036383709,1.040882097,1.045569825,1.0496922,1.054017751,1.057783049,1.061764009,1.065191615,1.06884592,1.071955479,1.075301239,1.078112481,1.08116782,1.083700396,1.0864833,1.088756628,1.091284807,1.093317939,1.095608703,1.097420199,1.099490348,1.101098171,1.102963896,1.104385316,1.106062119,1.107313636,1.108816258,1.109913537,1.111255899,1.112213713,1.113408872,1.114241062,1.115301171,1.116020618,1.116956899,1.117575493,1.118398216,1.118926845,1.11964531,1.120093846,1.120716375,1.121093667,1.121627591,1.121941457,1.122393109,1.122650331,1.123025037,1.123231351,1.123533414,1.123693498,1.123926185,1.124043641,1.124209159,1.124286488,1.124385954,1.124424524,1.124457926,1.124457926,1.6,1.593333333,1.586666667,1.58,1.573333333,1.566666667,1.56,1.553333333,1.546666667,1.54,1.533333333,1.526666667,1.52,1.513333333,1.506666667,1.5,1.493333333,1.486666667,1.48,1.473333333,1.466666667,1.46,1.453333333,1.446666667,1.44,1.433333333,1.426666667,1.42,1.413333333,1.406666667,1.4,1.393333333,1.386666667,1.38,1.373333333,1.366666667,1.36,1.353333333,1.346666667,1.34,1.333333333,1.326666667,1.32,1.313333333,1.306666667,1.3,1.293333333,1.286666667,1.28,1.273333333,1.266666667,1.26,1.253333333,1.246666667,1.24,1.233333333,1.226666667,1.22,1.213333333,1.206666667,1.2,1.193333333,1.186666667,1.18,1.173333333,1.166666667,1.16,1.153333333,1.146666667,1.140000001,1.133333335,1.126666674,1.120000021,1.113333397,1.10666685,1.100000515,1.093334729,1.086670315,1.080009197,1.073355662,1.066718816,1.060117033,1.05358542,1.047187219,1.041029355,1.035280468,1.030186738,1.026077237,1.02334833,1.022418737,1.02365562,1.027286661,1.0333274,1.041556958,1.051560681,1.062828267,1.074866892,1.087281678,1.099797621,1.112232872,1.124457926,-3.5,2.682823477
