zeta,k_1,k_2
0,6.46131626005552,3.10143180482667
0.001001001001001,6.46131306166552,3.09954796944576
0.002002002002002,6.46130347218601,3.0976648501755
0.003003003003003,6.46128750014709,3.09578244451663
0.004004004004004,6.46126515407129,3.09390074997909
0.005005005005005,6.46123644247367,3.09201976408219
0.00600600600600601,6.46120137386178,3.0901394843548
0.00700700700700701,6.46115995673563,3.08825990833563
0.00800800800800801,6.46111219958773,3.08638103357336
0.00900900900900901,6.46105811090314,3.08450285762692
0.01001001001001,6.46099769915937,3.08262537806563
0.011011011011011,6.46093097282648,3.08074859246951
0.012012012012012,6.46085794036702,3.07887249842938
0.013013013013013,6.46077861023609,3.07699709354718
0.014014014014014,6.46069299088131,3.0751223754361
0.015015015015015,6.46060109074283,3.07324834172085
0.016016016016016,6.46050291825333,3.07137499003784
0.017017017017017,6.46039848183807,3.06950231803542
0.018018018018018,6.4602877899148,3.06763032337408
0.019019019019019,6.46017085089388,3.06575900372667
0.02002002002002,6.46004767317821,3.06388835677863
0.021021021021021,6.45991826516324,3.06201838022817
0.022022022022022,6.45978263523702,3.06014907178654
0.023023023023023,6.45964079178017,3.0582804291782
0.024024024024024,6.45949274316585,3.05641245014106
0.025025025025025,6.45933849775987,3.05454513242671
0.026026026026026,6.4591780639206,3.05267847380059
0.027027027027027,6.45901144999901,3.05081247204227
0.028028028028028,6.45883866433867,3.04894712494564
0.029029029029029,6.45865971527577,3.04708243031911
0.03003003003003,6.4584746111391,3.04521838598587
0.031031031031031,6.4582833602501,3.04335498978408
0.032032032032032,6.4580859709228,3.04149223956708
0.033033033033033,6.45788245146388,3.03963013320366
0.034034034034034,6.45767281017267,3.03776866857822
0.035035035035035,6.45745705534111,3.03590784359103
0.036036036036036,6.45723519525382,3.03404765615844
0.037037037037037,6.45700723818805,3.03218810421309
0.038038038038038,6.45677319241374,3.03032918570414
0.039039039039039,6.45653306619347,3.02847089859748
0.04004004004004,6.4562868677825,3.02661324087598
0.041041041041041,6.45603460542877,3.02475621053968
0.042042042042042,6.4557762873729,3.02289980560599
0.043043043043043,6.4555119218482,3.02104402410999
0.044044044044044,6.45524151708068,3.01918886410456
0.045045045045045,6.45496508128905,3.01733432366066
0.046046046046046,6.45468262268472,3.01548040086752
0.047047047047047,6.45439414947182,3.01362709383289
0.048048048048048,6.45409966984721,3.01177440068321
0.049049049049049,6.45379919200044,3.00992231956388
0.0500500500500501,6.45349272411384,3.00807084863946
0.0510510510510511,6.45318027436243,3.00621998609388
0.0520520520520521,6.452861850914,3.00436973013069
0.0530530530530531,6.4525374619291,3.00252007897324
0.0540540540540541,6.45220711556099,3.00067103086491
0.0550550550550551,6.45187081995575,2.99882258406936
0.0560560560560561,6.45152858325219,2.99697473687071
0.0570570570570571,6.4511804135819,2.99512748757379
0.0580580580580581,6.45082631906925,2.9932808345043
0.0590590590590591,6.4504663078314,2.99143477600912
0.0600600600600601,6.45010038797832,2.98958931045645
0.0610610610610611,6.44972856761274,2.98774443623604
0.0620620620620621,6.44935085483022,2.98590015175946
0.0630630630630631,6.44896725771914,2.98405645546023
0.0640640640640641,6.44857778436067,2.98221334579413
0.0650650650650651,6.44818244282883,2.98037082123932
0.0660660660660661,6.44778124119046,2.97852888029663
0.0670670670670671,6.44737418750524,2.97668752148974
0.0680680680680681,6.44696128982567,2.97484674336541
0.0690690690690691,6.44654255619715,2.97300654449368
0.0700700700700701,6.44611799465787,2.97116692346808
0.0710710710710711,6.44568761323896,2.96932787890584
0.0720720720720721,6.44525141996434,2.96748940944815
0.0730730730730731,6.44480942285086,2.9656515137603
0.0740740740740741,6.44436162990824,2.96381419053194
0.0750750750750751,6.44390804913907,2.96197743847727
0.0760760760760761,6.44344868853886,2.96014125633525
0.0770770770770771,6.442983556096,2.95830564286982
0.0780780780780781,6.4425126597918,2.95647059687009
0.0790790790790791,6.44203600760049,2.95463611715057
0.0800800800800801,6.44155360748921,2.95280220255137
0.0810810810810811,6.44106546741803,2.95096885193839
0.0820820820820821,6.44057159533995,2.94913606420353
0.0830830830830831,6.44007199920093,2.94730383826491
0.0840840840840841,6.43956668693987,2.94547217306708
0.0850850850850851,6.43905566648862,2.94364106758117
0.0860860860860861,6.43853894577197,2.94181052080518
0.0870870870870871,6.43801653270774,2.93998053176408
0.0880880880880881,6.43748843520665,2.93815109951009
0.0890890890890891,6.43695466117246,2.93632222312285
0.0900900900900901,6.43641521850189,2.93449390170961
0.0910910910910911,6.43587011508465,2.93266613440544
0.0920920920920921,6.43531935880348,2.93083892037342
0.0930930930930931,6.43476295753411,2.92901225880484
0.0940940940940941,6.43420091914529,2.9271861489194
0.0950950950950951,6.43363325149879,2.92536058996538
0.0960960960960961,6.43305996244941,2.92353558121987
0.0970970970970971,6.432481059845,2.92171112198892
