# {'par': {'k': 10, 'D': 0.1, 'v': 0.5, 'tau': 1.0, 'R': 0.2, 'label': '(R_0.2)'}, 'guess_range': ([-300, 50, 350], [0, 200, 200]), 'tols': (1e-15, 1e-06, 4)}
Sol_r,Sol_i,Guess_r,Guess_i,g(x),instances
8.388458279262261,0.0,8.882521489971339,0.0,7.540634783254063e-12,86
5.3957385435717,2.7156099081089205e-21,4.871060171919794,0.0,3.1974423144627266e-14,170
2.2379209750458036,0.0,-268.9111747851003,0.0,1.7763568394002505e-14,1862
0.7580068776646904,4.360036044643992,-140.54441260744986,0.0,1.0695084443661336e-14,950
0.7580068776646904,-4.360036044643992,-140.54441260744986,-0.0,1.0695084443661336e-14,950
-0.1512303176587524,79.3849295198483,-1.1461318051576086,78.39195979899498,5.299225449562073e-07,140
-0.1512303176587524,-79.3849295198483,-1.1461318051576086,-78.39195979899498,5.299225449562073e-07,140
-0.19175175538842182,73.10709021011259,-1.1461318051576086,72.36180904522612,4.3213367462158203e-07,141
-0.19175175538842182,-73.10709021011259,-1.1461318051576086,-72.36180904522612,4.3213367462158203e-07,141
-0.23576545337024915,-66.83026027818433,-0.14326647564467976,-65.32663316582914,1.563963485881543e-07,139
-0.23576545337024915,66.83026027818433,-0.14326647564467976,65.32663316582914,1.563963485881543e-07,139
-0.2839104620436869,60.554745816689746,-1.1461318051576086,59.2964824120603,4.017661253013274e-08,136
-0.2839104620436869,-60.554745816689746,-1.1461318051576086,-59.2964824120603,4.017661253013274e-08,136
-0.33700575403968314,-54.28098444704184,-1.1461318051576086,-53.26633165829145,4.101059155959761e-09,133
-0.33700575403968314,54.28098444704184,-1.1461318051576086,53.26633165829145,4.101059155959761e-09,133
-0.3961049192375352,48.009630054029515,-1.1461318051576086,47.23618090452261,3.0734526883913403e-09,130
-0.3961049192375352,-48.009630054029515,-1.1461318051576086,-47.23618090452261,3.0734526883913403e-09,130
-0.4625603065218786,-41.741751047542756,-1.1461318051576086,-41.20603015075376,1.2586355189658185e-09,132
-0.4625603065218791,41.741751047542756,-1.1461318051576086,41.20603015075376,1.332771934710313e-09,132
-0.538195203045661,-35.4793674440067,-0.14326647564467976,-34.17085427135678,2.73502462794022e-10,129
-0.538195203045661,35.4793674440067,-0.14326647564467976,34.17085427135678,2.73502462794022e-10,129
-0.6263826914332963,-29.226720822139413,-1.1461318051576086,-28.140703517587937,1.791496797849705e-11,125
-0.6263826914332963,29.226720822139413,-1.1461318051576086,28.140703517587937,1.791496797849705e-11,125
-0.7380313647473914,22.990469330218772,-1.1461318051576086,22.110552763819094,1.4559018921847493e-12,119
-0.7380313647473914,-22.990469330218772,-1.1461318051576086,-22.110552763819094,1.4559018921847493e-12,119
-0.8773943141288026,10.005868896596265,-163.61031518624642,3.015075376884422,5.0242958677880804e-14,162
-0.877394314128803,-10.005868896596265,-163.61031518624642,-3.015075376884422,3.8263897345803626e-14,162
-0.9143133531269432,-16.746995166382572,-2.1489971346704806,-16.08040201005025,1.0120682995173443e-12,118
-0.9143133531269432,16.746995166382572,-2.1489971346704806,16.08040201005025,1.0120682995173443e-12,118
-4.71085756480232,-10.308902723170386,-147.5644699140401,0.0,3.828257633024338e-14,1807
-4.71085756480232,10.308902723170386,-147.5644699140401,-0.0,3.828257633024338e-14,1807
-24.48813954590394,15.394151077095987,-202.72206303724928,0.0,9.397849510579824e-14,2773
-24.48813954590394,-15.394151077095987,-202.72206303724928,-0.0,9.397849510579824e-14,2773
-52.12303186909916,-20.525534769524054,-263.8968481375358,-0.0,1.976932729523482e-13,5047
-52.12303186909916,20.525534769524054,-263.8968481375358,0.0,1.976932729523482e-13,5047
-87.65360771302082,25.656918461905068,-95.41547277936962,-0.0,1.199451084043667e-13,8968
-87.65360771302082,-25.656918461905068,-95.41547277936962,0.0,1.199451084043667e-13,8968
-131.07986707781401,30.788302154286082,-138.53868194842406,-0.0,1.7018340382575335e-13,10918
-131.07986707781401,-30.788302154286082,-138.53868194842406,0.0,1.7018340382575335e-13,10918
-182.40180996347868,35.91968584666709,-289.97134670487105,-1.0050251256281406,2.332698486901566e-13,10874
-182.40180996347868,-35.91968584666709,-289.97134670487105,1.0050251256281406,2.332698486901566e-13,10874
-241.61943637001488,41.05106953904811,-287.96561604584525,-1.0050251256281406,7.732086895540123e-13,11721
-241.61943637001488,-41.05106953904811,-287.96561604584525,1.0050251256281406,7.732086895540123e-13,11721
-308.7327462974224,46.18245323142912,-290.974212034384,-1.0050251256281406,3.7565034283774117e-13,7322
-308.7327462974224,-46.18245323142912,-290.974212034384,1.0050251256281406,3.7565034283774117e-13,7322
-383.7417397457015,51.313836923810136,-177.65042979942695,-5.025125628140703,4.623963709655511e-13,29
-383.7417397457015,-51.313836923810136,-177.65042979942695,5.025125628140703,4.623963709655511e-13,29
-466.64641671485225,-56.44522061619116,-278.93982808022923,8.040201005025125,9.090292773660816e-13,4
-466.64641671485225,56.44522061619116,-278.93982808022923,-8.040201005025125,9.090292773660816e-13,4
-557.4467772048743,-61.57660430857216,-281.9484240687679,-7.035175879396984,6.63278002807755e-13,4
-557.4467772048743,61.57660430857216,-281.9484240687679,7.035175879396984,6.63278002807755e-13,4
-656.1428212157678,66.70798800095318,-226.79083094555875,-7.035175879396984,9.55369448671287e-13,1
-656.1428212157678,-66.70798800095318,-226.79083094555875,7.035175879396984,9.55369448671287e-13,1
-877.2219598001693,-76.97075538571518,-294.9856733524355,-5.025125628140703,3.0433586474419037e-12,1
-877.2219598001693,76.97075538571518,-294.9856733524355,5.025125628140703,3.0433586474419037e-12,1
