# {'par': {'k': 10, 'D': 0.1, 'v': 0.5, 'tau': 1.0, 'R': 0.5, 'label': '(R_0.5)'}, 'guess_range': ([-300, 50, 350], [0, 200, 200]), 'tols': (1e-15, 1e-06, 4)}
Sol_r,Sol_i,Guess_r,Guess_i,g(x),instances
8.389064793260621,0.0,8.882521489971339,0.0,1.2150280781497713e-12,86
5.341581078019043,-2.0943482282821727e-17,4.871060171919794,0.0,2.6309882042811847e-13,218
2.916733931233222,0.0,0.8595988538681922,0.0,7.105427357601002e-15,5062
1.378689061796442,-4.589927392272266,-0.14326647564467976,0.0,2.0097183471152322e-14,1269
1.378689061796442,4.589927392272266,-0.14326647564467976,-0.0,2.0097183471152322e-14,1269
-0.19175176375539874,-73.10709169059675,-1.1461318051576086,-72.36180904522612,9.541398640621973e-08,140
-0.19175176375539874,73.10709169059675,-1.1461318051576086,72.36180904522612,9.541398640621973e-08,140
-0.23576799051534797,66.83026286741735,-0.14326647564467976,65.32663316582914,2.0977769657190476e-07,139
-0.23576799051534797,-66.83026286741735,-0.14326647564467976,-65.32663316582914,2.0977769657190476e-07,139
-0.2839197754687223,-60.55474579028564,-1.1461318051576086,-59.2964824120603,2.014758778063947e-08,135
-0.2839197754687225,60.55474579028564,-1.1461318051576086,59.2964824120603,2.0425498671328005e-08,135
-0.29329212765208773,9.705356411368887,-28.22349570200572,6.030150753768844,7.866272904338889e-14,378
-0.2932921276520884,-9.705356411368887,-28.22349570200572,-6.030150753768844,6.029155041345696e-14,378
-0.3370227822113245,-54.28096571417785,-1.1461318051576086,-53.26633165829145,1.0441138610149983e-08,137
-0.3370227822113245,54.28096571417785,-1.1461318051576086,53.26633165829145,1.0441138610149983e-08,137
-0.3960955568413528,48.00955705936113,-1.1461318051576086,47.23618090452261,2.2241116006093564e-09,130
-0.3960955568413528,-48.00955705936113,-1.1461318051576086,-47.23618090452261,2.2241116006093564e-09,130
-0.46236115093386754,41.741631848436164,-1.1461318051576086,41.20603015075376,1.7522826352494734e-10,132
-0.46236115093386754,-41.741631848436164,-1.1461318051576086,-41.20603015075376,1.7522826352494734e-10,132
-0.5374509730826711,35.47968702842602,-0.14326647564467976,34.17085427135678,1.5890931294300794e-10,130
-0.5374509730826711,-35.47968702842602,-0.14326647564467976,-34.17085427135678,1.5890931294300794e-10,130
-0.6258016154565874,29.229889005306077,-1.1461318051576086,28.140703517587937,5.1448789686149945e-12,125
-0.6258016154565874,-29.229889005306077,-1.1461318051576086,-28.140703517587937,5.1448789686149945e-12,125
-0.7494283370241679,-23.000952797580634,-1.1461318051576086,-22.110552763819094,1.4779288903810084e-12,121
-0.7494283370241679,23.000952797580634,-1.1461318051576086,22.110552763819094,1.4779288903810084e-12,121
-1.0193862019151343,16.7140192537468,-1.1461318051576086,16.08040201005025,8.038873388460929e-13,119
-1.0193862019151343,-16.7140192537468,-1.1461318051576086,-16.08040201005025,8.038873388460929e-13,119
-4.032013098060504,12.564333802083064,-7.163323782234954,0.0,1.1487992512047796e-13,2337
-4.032013098060504,-12.564333802083064,-7.163323782234954,-0.0,1.1487992512047796e-13,2337
-23.65562124708781,-18.849384756179116,-30.22922636103152,0.0,4.994650371260761e-13,3036
-23.65562124708781,18.849384756179116,-30.22922636103152,-0.0,4.994650371260761e-13,3036
-51.29051356978755,-25.13251300823874,-58.30945558739256,0.0,2.0001401511203033e-13,5152
-51.29051356978755,25.13251300823874,-58.30945558739256,-0.0,2.0001401511203033e-13,5152
-86.82108941370923,-31.415641260298422,-93.40974212034385,1.0050251256281406,3.028747550029919e-13,8673
-86.82108941370923,31.415641260298422,-93.40974212034385,-1.0050251256281406,3.028747550029919e-13,8673
-130.2473487785024,-37.69876951235811,-129.51289398280804,2.0100502512562812,4.2853429449567313e-13,10169
-130.2473487785024,37.69876951235811,-129.51289398280804,-2.0100502512562812,4.2853429449567313e-13,10169
-181.56929166416708,-43.981897764417795,-194.69914040114614,1.0050251256281406,5.77011938332022e-13,9856
-181.56929166416708,43.981897764417795,-194.69914040114614,-1.0050251256281406,5.77011938332022e-13,9856
-240.7869180707033,50.26502601647748,-248.8538681948424,2.0100502512562812,1.9341038024403086e-12,10370
-240.7869180707033,-50.26502601647748,-248.8538681948424,-2.0100502512562812,1.9341038024403086e-12,10370
-307.90022799811084,56.54815426853717,-273.92550143266476,-10.050251256281406,9.424522290050655e-13,6409
-307.90022799811084,-56.54815426853717,-273.92550143266476,10.050251256281406,9.424522290050655e-13,6409
-382.90922144639006,62.831282520596844,-218.7679083094556,-11.055276381909547,2.1849609436175497e-12,28
-382.90922144639006,-62.831282520596844,-218.7679083094556,11.055276381909547,2.1849609436175497e-12,28
-465.8138984155407,69.11441077265654,-218.7679083094556,-12.060301507537687,2.2766556949439535e-12,5
-465.8138984155407,-69.11441077265654,-218.7679083094556,12.060301507537687,2.2766556949439535e-12,5
-556.6142589055627,75.39753902471621,-289.97134670487105,-23.115577889447234,1.6618665655946395e-12,1
-556.6142589055627,-75.39753902471621,-289.97134670487105,23.115577889447234,1.6618665655946395e-12,1
-655.3103029164562,-81.6806672767759,-290.974212034384,21.105527638190953,2.3924098578248517e-12,1
-655.3103029164562,81.6806672767759,-290.974212034384,-21.105527638190953,2.3924098578248517e-12,1
-876.3894415008579,-94.24692378089527,-291.97707736389685,18.09045226130653,7.553560339599685e-12,1
-876.3894415008579,94.24692378089527,-291.97707736389685,-18.09045226130653,7.553560339599685e-12,1
