# {'par': {'k': 10, 'D': 0.2, 'v': 0.5, 'tau': 1.0, 'R': 0.9, 'label': '(D_0.2)'}, 'guess_range': ([-300, 50, 350], [0, 200, 200]), 'tols': (1e-15, 1e-06, 4)}
Sol_r,Sol_i,Guess_r,Guess_i,g(x),instances
7.717224504499979,0.0,-124.49856733524356,0.0,1.0462741784067475e-12,92
2.481540047941061,-1.8238399391775992,-244.84240687679085,0.0,3.66205343881779e-15,1108
2.481540047941061,1.8238399391775992,-244.84240687679085,-0.0,3.66205343881779e-15,1108
1.5333313443530892,-142.18571068896813,0.8595988538681922,-140.7035175879397,2.6749555872404934e-07,150
1.5333313443530892,142.18571068896813,0.8595988538681922,140.7035175879397,2.6749555872404934e-07,150
1.4872540132512568,-129.6222860202706,1.8624641833810642,-127.63819095477386,4.012260442327338e-08,147
1.4872540132512568,129.6222860202706,1.8624641833810642,127.63819095477386,4.012260442327338e-08,147
1.4625278602231153,-123.340804233286,0.8595988538681922,-121.60804020100501,3.8554617436986535e-07,147
1.4625278602231153,123.340804233286,0.8595988538681922,121.60804020100501,3.8554617436986535e-07,147
1.4365232251316957,-117.05950948163493,0.8595988538681922,-115.57788944723617,7.957223565613414e-08,151
1.4365232251316957,117.05950948163493,0.8595988538681922,115.57788944723617,7.957223565613414e-08,151
1.4091019705386783,-110.77843399144811,-0.14326647564467976,-109.54773869346732,9.352259494836026e-08,149
1.4091019705386783,110.77843399144811,-0.14326647564467976,109.54773869346732,9.352259494836026e-08,149
1.3801025850478703,104.4976180059903,1.8624641833810642,102.51256281407035,7.254757767226714e-08,148
1.3801025850478694,-104.4976180059903,1.8624641833810642,-102.51256281407035,7.156654988765019e-08,148
1.3493345137008226,-98.21711257620858,0.8595988538681922,-96.4824120603015,4.8404141297425935e-08,143
1.3493345137008221,98.21711257620858,0.8595988538681922,96.4824120603015,4.855412192985923e-08,143
1.3165704417211102,-91.93698353929527,0.8595988538681922,-90.45226130653265,2.1571730863117556e-08,144
1.3165704417211102,91.93698353929527,0.8595988538681922,90.45226130653265,2.1571730863117556e-08,144
1.2815354501498306,-85.65731709368444,0.8595988538681922,-84.42211055276381,5.206251464550825e-10,151
1.2815354501498306,85.65731709368444,0.8595988538681922,84.42211055276381,5.206251464550825e-10,151
1.2438913612394946,-79.37822725558867,-0.14326647564467976,-78.39195979899498,9.034196514667775e-09,145
1.2438913612394946,79.37822725558867,-0.14326647564467976,78.39195979899498,9.034196514667775e-09,145
1.2032139293090331,-73.099864894259,0.8595988538681922,-71.35678391959799,1.9867494895444265e-09,144
1.2032139293090331,73.099864894259,0.8595988538681922,71.35678391959799,1.9867494895444265e-09,144
1.1589605131560823,-66.82242650930614,0.8595988538681922,-65.32663316582914,9.946529457016767e-10,142
1.1589605131560823,66.82242650930614,0.8595988538681922,65.32663316582914,9.946529457016767e-10,142
1.1104289184914284,-60.546158100446085,0.8595988538681922,-59.2964824120603,4.4402719890029176e-10,141
1.1104289184914284,60.546158100446085,0.8595988538681922,59.2964824120603,4.4402719890029176e-10,141
1.0567212227148686,54.27134733201671,-0.14326647564467976,53.26633165829145,2.9103830456733704e-11,144
1.0567212227148686,-54.27134733201671,-0.14326647564467976,-53.26633165829145,2.9103830456733704e-11,144
0.9967672188562281,47.998309271799364,0.8595988538681922,46.23115577889447,4.78501403921324e-11,138
0.9967672188562281,-47.998309271799364,0.8595988538681922,-46.23115577889447,4.78501403921324e-11,138
0.9295666267261293,41.727459109438975,0.8595988538681922,40.201005025125625,1.9442776034731604e-11,136
0.9295666267261293,-41.727459109438975,0.8595988538681922,-40.201005025125625,1.9442776034731604e-11,136
0.8550046440788601,-35.45997348486676,-0.14326647564467976,-34.17085427135678,6.558459564010244e-12,137
0.8550046440788601,35.45997348486676,-0.14326647564467976,34.17085427135678,6.558459564010244e-12,137
0.7837120467282648,6.360595657871363,-264.89971346704874,0.0,8.881784197001252e-15,434
0.7837120467282648,-6.360595657871363,-264.89971346704874,-0.0,8.881784197001252e-15,434
0.7755683778534136,-29.201110825197542,-0.14326647564467976,-28.140703517587937,2.96459002365857e-12,138
0.7755683778534135,29.201110825197542,-0.14326647564467976,28.140703517587937,3.144422563750443e-12,138
0.6965519903939562,-22.97308110519473,0.8595988538681922,-22.110552763819094,7.234986049614835e-13,126
0.6965519903939562,22.97308110519473,0.8595988538681922,22.110552763819094,7.234986049614835e-13,126
0.6092806385526617,-16.855440811115162,-0.14326647564467976,-16.08040201005025,1.7989505211591227e-13,137
0.6092806385526617,16.855440811115162,-0.14326647564467976,16.08040201005025,1.7989505211591227e-13,137
0.4623462952965905,11.127470445801743,-34.24068767908312,-5.025125628140703,2.9404147293772575e-14,156
0.46234629529659016,-11.127470445801745,-34.24068767908312,5.025125628140703,4.0958051940480003e-14,156
-19.990924521312508,-15.510422606632943,-294.9856733524355,-0.0,2.919445524723196e-14,3260
-19.990924521312508,15.510422606632943,-294.9856733524355,0.0,2.919445524723196e-14,3260
-59.46934213036817,-23.26563391135994,-219.77077363896848,-0.0,3.35184121050663e-14,8757
-59.46934213036817,23.26563391135994,-219.77077363896848,0.0,3.35184121050663e-14,8757
-114.73912677646855,31.020845215146593,-120.48710601719199,0.0,5.708279305618592e-14,15695
-114.73912677646857,-31.020845215146597,-120.48710601719199,-0.0,5.4915041745618344e-14,15695
-185.80027846431196,-38.776056518933245,-191.69054441260744,-0.0,8.516071780843124e-14,16287
-185.80027846431196,38.776056518933245,-191.69054441260744,0.0,8.516071780843124e-14,16287
-272.6527971938983,-46.5312678227199,-277.93696275071636,-0.0,1.221274094982037e-13,16036
-272.6527971938983,46.5312678227199,-277.93696275071636,0.0,1.221274094982037e-13,16036
-375.29668296522766,54.28647912650654,-241.83381088825215,-1.0050251256281406,1.6581520244959272e-13,451
-375.29668296522766,-54.28647912650654,-241.83381088825215,1.0050251256281406,1.6581520244959272e-13,451
-493.73193577829994,-62.041690430293194,-160.60171919770772,1.0050251256281406,2.1622413312796038e-13,9
-493.73193577829994,62.041690430293194,-160.60171919770772,-1.0050251256281406,2.1622413312796038e-13,9
-627.9585556331151,-69.79690173407984,-240.83094555873924,1.0050251256281406,2.733542191549302e-13,1
-627.9585556331151,69.79690173407984,-240.83094555873924,-1.0050251256281406,2.733542191549302e-13,1
